,日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
0,2019-05-10,sz300778,N新城市,39.36,39.36,32.8,32.8,27.33,12.03,44.0176,0.1269,25373,996352.48,3148800000.0,787200000.0
1,2019-05-13,sz300778,新城市,43.3,43.3,43.3,43.3,39.36,3.94,10.0102,0.0415,8302,359476.6,3464000000.0,866000000.0
2,2019-05-14,sz300778,新城市,47.63,47.63,47.63,47.63,43.3,4.33,10.0,0.1001,20016,953362.08,3810400000.0,952600000.0
3,2019-05-15,sz300778,新城市,52.39,52.39,52.39,52.39,47.63,4.76,9.9937,0.3692,73831,3868006.09,4191200000.0,1047800000.0
4,2019-05-16,sz300778,新城市,53.11,57.63,52.62,57.63,52.39,0.72,1.3743,49.4268,9885354,537523318.05,4248800000.0,1062200000.0
5,2019-05-17,sz300778,新城市,48.05,51.44,47.81,51.01,53.11,-5.06,-9.5274,34.927,6985405,345327319.86,3844000000.0,961000000.0
6,2019-05-20,sz300778,新城市,44.97,46.5,44.37,46.4,48.05,-3.08,-6.41,21.5816,4316318,194801629.52,3597600000.0,899400000.0
7,2019-05-21,sz300778,新城市,45.4,45.88,44.7,45.62,44.97,0.43,0.9562,15.6101,3122028,141431467.18,3632000000.0,908000000.0
8,2019-05-22,sz300778,新城市,43.74,45.36,43.15,45.36,45.4,-1.66,-3.6564,19.4085,3881692,170816313.36,3499200000.0,874800000.0
9,2019-05-23,sz300778,新城市,41.4,43.03,41.33,43.01,43.74,-2.34,-5.3498,16.9873,3397453,143131477.71,3312000000.0,828000000.0
10,2019-05-24,sz300778,新城市,41.59,42.75,41.36,41.41,41.4,0.19,0.4589,13.9621,2792411,117247925.28,3327200000.0,831800000.0
11,2019-05-27,sz300778,新城市,42.2,42.35,41.06,41.8,41.59,0.61,1.4667,12.0815,2416302,101021727.83,3376000000.0,844000000.0
12,2019-05-28,sz300778,新城市,41.82,42.96,41.65,41.89,42.2,-0.38,-0.9005,13.9502,2790047,118243710.67,3345600000.0,836400000.0
13,2019-05-29,sz300778,新城市,42.45,43.29,41.33,41.36,41.82,0.63,1.5065,13.9791,2795826,118804760.84,3396000000.0,849000000.0
14,2019-05-30,sz300778,新城市,44.26,44.3,41.68,42.11,42.45,1.81,4.2638,19.9778,3995561,171928625.94,3540800000.0,885200000.0
15,2019-05-31,sz300778,新城市,45.5,47.0,44.26,44.26,44.26,1.24,2.8016,28.1267,5625332,257219520.17,3640000000.0,910000000.0
16,2019-06-03,sz300778,新城市,42.3,45.3,42.11,44.68,45.5,-3.2,-7.033,19.8383,3967653,172734898.71,3384000000.0,846000000.0
17,2019-06-04,sz300778,新城市,40.95,42.28,40.55,42.28,42.3,-1.35,-3.1915,12.7439,2548771,105167959.61,3276000000.0,819000000.0
18,2019-06-05,sz300778,新城市,41.42,41.75,40.65,41.4,40.95,0.47,1.1477,8.4872,1697445,69952827.95,3313600000.0,828400000.0
19,2019-06-06,sz300778,新城市,39.37,41.25,39.1,41.02,41.42,-2.05,-4.9493,10.3341,2066824,82801797.2,3149600000.0,787400000.0
20,2019-06-10,sz300778,新城市,39.75,40.14,39.32,39.79,39.37,0.38,0.9652,5.0194,1003886,39888111.13,3180000000.0,795000000.0
21,2019-06-11,sz300778,新城市,43.73,43.73,40.24,40.24,39.75,3.98,10.0126,19.3499,3869972,167639529.74,3498400000.0,874600000.0
22,2019-06-12,sz300778,新城市,44.79,47.99,44.71,46.0,43.73,1.06,2.424,42.5331,8506611,392709349.32,3583200000.0,895800000.0
23,2019-06-13,sz300778,新城市,43.61,44.8,42.8,43.81,44.79,-1.18,-2.6345,22.7674,4553484,198785783.61,3488800000.0,872200000.0
24,2019-06-14,sz300778,新城市,40.21,43.59,39.95,43.5,43.61,-3.4,-7.7964,22.6908,4538169,188472336.54,3216800000.0,804200000.0
25,2019-06-17,sz300778,新城市,40.39,41.2,40.3,40.4,40.21,0.18,0.4476,8.8151,1763024,71621419.16,3231200000.0,807800000.0
26,2019-06-18,sz300778,新城市,41.35,41.78,40.13,40.39,40.39,0.96,2.3768,12.1009,2420184,99581894.76,3308000000.0,827000000.0
27,2019-06-19,sz300778,新城市,42.7,43.08,41.0,42.2,41.35,1.35,3.2648,18.7158,3743168,157576514.34,3416000000.0,854000000.0
28,2019-06-20,sz300778,新城市,42.9,43.11,41.95,42.38,42.7,0.2,0.4684,16.4324,3286483,139728790.52,3432000000.0,858000000.0
29,2019-06-21,sz300778,新城市,44.62,45.0,42.93,42.93,42.9,1.72,4.0093,22.5579,4511572,197715801.61,3569600000.0,892400000.0
