,日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
0,2019-05-21,sz300775,N三角,8.51,8.51,7.09,7.09,5.91,2.6,43.9932,0.0773,38300,325720.0,4216705000.0,421670500.0
1,2019-05-22,sz300775,三角防务,9.36,9.36,9.36,9.36,8.51,0.85,9.9882,0.026,12893,120678.48,4637880000.0,463788000.0
2,2019-05-23,sz300775,三角防务,10.3,10.3,10.3,10.3,9.36,0.94,10.0427,0.0281,13922,143396.6,5103650000.0,510365000.0
3,2019-05-24,sz300775,三角防务,11.33,11.33,11.33,11.33,10.3,1.03,10.0,0.069,34211,387610.63,5614015000.0,561401500.0
4,2019-05-27,sz300775,三角防务,12.46,12.46,12.46,12.46,11.33,1.13,9.9735,0.147,72827,907424.42,6173930000.0,617393000.0
5,2019-05-28,sz300775,三角防务,13.71,13.71,13.71,13.71,12.46,1.25,10.0321,0.1628,80688,1106232.48,6793305000.0,679330500.0
6,2019-05-29,sz300775,三角防务,15.08,15.08,15.08,15.08,13.71,1.37,9.9927,0.2403,119083,1795771.64,7472140000.0,747214000.0
7,2019-05-30,sz300775,三角防务,16.59,16.59,16.59,16.59,15.08,1.51,10.0133,0.2097,103913,1723916.67,8220345000.0,822034500.0
8,2019-05-31,sz300775,三角防务,18.25,18.25,18.25,18.25,16.59,1.66,10.006,0.3406,168776,3080162.0,9042875000.0,904287500.0
9,2019-06-03,sz300775,三角防务,20.08,20.08,20.08,20.08,18.25,1.83,10.0274,1.2254,607173,12192033.84,9949640000.0,994964000.0
10,2019-06-04,sz300775,三角防务,22.09,22.09,22.09,22.09,20.08,2.01,10.01,1.3279,657950,14534115.5,10945595000.0,1094559500.0
11,2019-06-05,sz300775,三角防务,24.3,24.3,24.3,24.3,22.09,2.21,10.0045,0.4264,211280,5134104.0,12040650000.0,1204065000.0
12,2019-06-06,sz300775,三角防务,26.73,26.73,26.73,26.73,24.3,2.43,10.0,0.9478,469613,12552755.49,13244715000.0,1324471500.0
13,2019-06-10,sz300775,三角防务,27.14,27.87,25.55,27.0,26.73,0.41,1.5339,72.9089,36126343,964002013.64,13447870000.0,1344787000.0
14,2019-06-11,sz300775,三角防务,29.85,29.85,26.39,26.93,27.14,2.71,9.9853,50.3099,24928545,696526001.45,14790675000.0,1479067500.0
15,2019-06-12,sz300775,三角防务,32.84,32.84,31.52,31.52,29.85,2.99,10.0168,55.195,27349122,888500772.94,16272220000.0,1627222000.0
16,2019-06-13,sz300775,三角防务,29.78,34.5,29.78,33.0,32.84,-3.06,-9.3179,69.2229,34299969,1105656354.53,14755990000.0,1475599000.0
17,2019-06-14,sz300775,三角防务,32.76,32.76,28.71,29.0,29.78,2.98,10.0067,68.1092,33748114,1072756592.73,16232580000.0,1623258000.0
18,2019-06-17,sz300775,三角防务,31.99,34.68,29.48,31.6,32.76,-0.77,-2.3504,63.0164,31224647,980073208.03,15851045000.0,1585104500.0
19,2019-06-18,sz300775,三角防务,32.11,34.8,31.1,32.1,31.99,0.12,0.3751,59.9945,29727278,975714258.94,15910505000.0,1591050500.0
